ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the link with professional practice / professional careers?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring?;Would you like to give your institution any other feedback on examination and assessment?;Would you like to give your institution any other feedback on engagement and contact?;Would you like to give your institution any other feedback on studying under special circumstances?
793;2;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Het materiaal was duidelijk gepresenteerd, de manier van uitleggen was erg behapbaar en overzichtelijk.;Real business case studies greatly enhance our preparation for entry into the professional field.;Soms krijg ik tegenstrijdige informatie van verschillende docenten over het beoordelingsbeleid. Dat is lastig.;It would be nice to have resources tailored for international students from various regions.;Kunnen we de zware examenperiodes iets meer spreiden over het hele semester, alsjeblieft?;Zouden jullie een centrale inbox kunnen opzetten die de vragen correct sorteert en doorstuurt?;We really need better ramps leading up to the library's entrance for wheelchairs.
794;1;2026/27;Tilburg;ICT & Business;Full-time;Second-year;The instructors genuinely connected the theory to real-world industry scenarios, which I really appreciate.;Zouden jullie eens kijken naar een 'speed networking' evenement met diverse sectoren?;It would be helpful if the mentors received better training on subject matter.;We need clearer communication on who is responsible for addressing student concerns promptly and effectively.;Het gevoel van falen door een examen lijkt mijn academische prestaties te ondermijnen.;Perhaps more in-person forums where we can discuss things face-to-face would improve things.;Could the athletic department offer more dedicated study spaces near the training complex?
795;1;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;Het zou veel beter zijn als de docenten meer proactief zouden communiceren over wijzigingen.;Het is goed, maar meer directe begeleiding bij het sollicitatieproces zou het perfect maken.;Het is lastig om te weten wat de juiste weg is als elk mentoren verschillende meningen geven.;Ik heb soms het gevoel dat emotionele ondersteuning nog niet voldoende is.;Could we incorporate more real-world case studies instead of just multiple-choice questions?;I wish we had more scheduled small group discussions with the lecturers to really flesh out the material.;Het zou fijn zijn als de docenten meer begrip hadden voor onverwachte zorgverplichtingen.
796;2;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;Het curriculum wordt zo goed uitgelegd dat het direct aansluit bij wat ik in de toekomst nodig heb.;Meer oefenen met feedback geven en ontvangen is cruciaal voor een professionele mindset.;Het voelt alsof we nooit echt een mentor kunnen vasthouden vanwege de turnover.;Het gevoel van gemeenschap dat de netwerken creëerden, is echt geweldig voor studentenwelzijn.;Het zou geweldig zijn als we binnen een week na de toetsing al wat resultaten en feedback zouden krijgen.;Adding more multimedia elements and collaborative tools would make the remote learning experience much richer.;Could the institution consider reviewing the ramp gradient for easier wheelchair access?
797;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;I feel that the readings often lack perspectives from non-Western cultures, which is concerning.;Het zou helpen om de link naar de praktijk te zien via analyses van recente bedrijfsrapportages.;I expected a much quicker response regarding the project guidelines, waiting is disruptive.;I wish there was a clearer process for escalating issues beyond the primary contact.;Kunt u meer aandacht besteden aan de manier waarop feedback wordt gegeven, zodat het actiever is?;Could you provide a clearer timeline for when we can expect these pending structural updates?;Zou het mogelijk zijn om meer flexibele oproepdiensten voor studenten met zorgtaken aan te bieden?
798;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;Honestly, more dedicated time slots are needed for deeper discussion and Q&A sessions.;Kunt u meer cursussen aanbieden die specifiek gericht zijn op de gekoesterde certificeringen in uw vakgebied?;Het is geweldig dat de docenten proactief zijn, ze wachten niet tot we vragen.;Het is lastig om te weten wat de verwachtingen zijn voor de volgende fase, meer structuur helpt enorm.;More precise wording in the prompts would really improve the overall student experience.;I appreciate the follow-up emails, but please make them less generic and more tailored to our courses.;Perhaps more resources are needed for student parents managing academic stress.
799;2;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;Het zou veel beter zijn met meer sessies, want de stof is echt te uitgebreid voor de huidige tijdsduur.;Het zou fijn zijn als meer workshops over groepsdynamiek en effectieve vergaderingen werden georganiseerd.;I found the response time from the assigned mentor highly problematic and slow.;Please ensure that student complaints are logged and addressed without unnecessary delays.;We hopen op een verbetering in de snelheid waarmee de cijfers en de evaluaties worden uitgereikt.;Could we get more departmental town halls to discuss resource allocation and student needs openly?;Could there be more opportunities for self-paced learning in difficult subjects?
800;2;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;My main issue is the lack of clear response times, waiting days for an email is extremely inefficient.;Het zou helpen met meer simulaties van bedrijfsvergaderingen en besluitvormingsprocessen.;I think more tailored mentoring would significantly improve my understanding of the course material.;Ik zou graag willen zeggen dat de studieadviezen erg goed en praktisch waren.;Ik zou meer specifieke suggesties willen voor hoe ik mijn geschrijfvaardigheid kan verbeteren.;The resources are fantastic, but the human element of personal connection needs strengthening.;Could you invest in better lifts and maintenance across all academic buildings?
801;1;2026/27;Eindhoven;Software Engineering;Part-time;First-year;Ik heb het gevoel dat we meer begeleiding nodig hebben om de gemiste stof in te halen.;A more robust alumni network could connect current students with professional opportunities in their field.;Ik moet sneller hulp krijgen met mijn project, de reactietijd is echt te lang.;Zouden we meer feedback kunnen krijgen over onze zwakste punten, in plaats van alleen een algehele beoordeling?;Ik raad aan om meer ondersteuning voor mentaal welzijn aan te bieden tijdens de toetsweek.;Is the academic support team for major grade concerns, or is that handled by the departmental head?;Ik zou feedback willen geven over de noodzaak van flexibele examenplanning rondom bijzondere omstandigheden.
802;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;The delay in receiving grades from [NAME] makes it hard to know where we stand with the material.;I think focusing on specialized software training, rather than general theory, would be more beneficial.;De open communicatie en de proactieve hulp zijn perfect voor een goede leeromgeving.;Het duurt te lang voordat er een reactie komt op mijn academische vragen, dat is stressvol.;Generally, the accommodations provided are supportive, but the initial sign-up process is overly complicated.;I feel like we don't know who to contact for specific, immediate technical issues.;Zonder de steun van het personeel zou ik deze periode niet kunnen overleven.
803;1;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Het is moeilijk om goed te presteren zonder een heldere uitleg van wat precies wordt beoordeeld.;Een beter overzicht van de vaardigheden die de arbeidsmarkt echt vraagt zou enorm helpen.;Please provide clearer guidelines for the mentors regarding their specific topics.;Meer proactieve communicatie en sneller antwoord op geformuleerde bezorgdheden is gewenst.;Kortom, het is lastig om te zien hoe de examens aansluiten bij de daadwerkelijke lesinhoud.;Can we consolidate the contact information so I don't have to search multiple websites?;Ik waardeer de inspanningen, maar het systeem voor het aanvragen van aanpassingen is nog te rommelig.
804;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Ik hoop echt dat [NAME] de beoordeling sneller krijgt, want we zitten te wachten.;I suggest increasing the frequency and depth of industry-led professional seminars.;Het zou geweldig zijn als we een expert uit de sector konden betrekken voor een dagworkshop.;I wish there was a dedicated space or group for talking about mental health concerns.;Maybe consider rolling out a system for instant feedback on smaller assessments to build confidence.;Het is frustrerend dat we te vaak via verschillende kanalen meldingen krijgen.;Could the platform provide a centralized checklist for materials accessibility before publication, please?
805;1;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;Het team geeft uitstekend inzicht in de nieuwste ontwikkelingen, wat zeer waardevol is.;Het zou enorm helpen met meer gespecialiseerde CV-workshops voor verschillende industrieën.;Kunnen de mentoren echt sneller reageren? Deze vertragingen zijn een groot struikelblok voor ons.;Better centralized communication methods are needed to improve our access to support.;"Het ritme van constante deadlines is te veel; we hebben behoefte aan meer rustperiodes.";Het zou super zijn met meer gezamenlijke studiegroepen die een informeel karakter hebben.;De ondersteuning was oké, maar het gebrek aan flexibiliteit in de afspraken was frustrerend.
806;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;Ik vind het teleurstellend dat de contacturen te beperkt zijn voor een goed begrip van de stof.;Ik zou meer guest lectures van praktijkprofessionals willen, misschien één per maand.;We deserve consistent guidance, the rotating mentors make the curriculum feel disjointed.;Ik voelde me echt gezien en gewaardeerd door de positieve feedback van mijn mentor.;It felt like the exam covered some advanced topics not properly introduced during seminars.;Het zou fijn zijn met meer flexibele afspraken, omdat ik niet altijd op de vaste tijd kan.;Dutch spraakles waren erg nuttig bij het managen van mijn gecombineerde schema.
